,feature,siren_present
31_003178.wav,"[-378.2639465332031, 149.8708953857422, -38.590084075927734, 24.58568000793457, -4.077056884765625, 8.391121864318848, 4.786629676818848, 9.544896125793457, -5.018977165222168, 12.207860946655273, 5.440284729003906, 9.804150581359863, 6.932281494140625, 5.145778656005859]",false
31_003192.wav,"[-393.09454345703125, 135.94784545898438, -8.491838455200195, 43.72075653076172, -0.3017366826534271, 19.215553283691406, 4.75937557220459, 10.27827262878418, 0.6494333744049072, 12.514870643615723, -0.6279243230819702, 5.44550895690918, 6.0227437019348145, -0.050383564084768295]",false
31_003234.wav,"[-512.7047729492188, 147.42665100097656, 25.835874557495117, 20.07015609741211, 10.898756980895996, 7.7952775955200195, 9.280738830566406, 12.083503723144531, 13.399895668029785, 17.047470092773438, 11.498866081237793, 8.313568115234375, 7.862823009490967, 0.21001164615154266]",false
32_000018.wav,"[-395.5952453613281, 146.2061309814453, -14.663241386413574, 25.000160217285156, 6.856724739074707, 16.92780113220215, 9.90938949584961, 15.309288024902344, 4.567061424255371, 16.87274169921875, 2.683539628982544, 6.414383888244629, 5.351306438446045, 1.8616604804992676]",false
32_000023.wav,"[-425.81878662109375, 160.3866424560547, -24.480323791503906, 1.3251999616622925, -0.2145153135061264, 24.83017349243164, 29.895780563354492, 18.975479125976562, -2.3939876556396484, 10.25244140625, 13.008283615112305, 11.835850715637207, 1.9820640087127686, -3.1862475872039795]",true
32_000052.wav,"[-361.2430114746094, 149.590087890625, -16.311948776245117, 37.697818756103516, -5.374072551727295, 16.070581436157227, 3.1383161544799805, 12.89248275756836, 1.2353965044021606, 10.054863929748535, 1.9457124471664429, 5.71131706237793, 3.457061767578125, -0.2840980887413025]",false
32_000080.wav,"[-457.5975646972656, 151.8670196533203, -1.5890976190567017, 28.75196075439453, 14.951508522033691, 16.39667510986328, 14.954915046691895, 18.411834716796875, 5.763171195983887, 12.807644844055176, 0.44355130195617676, 4.3365092277526855, 3.8946235179901123, 3.284740924835205]",false
32_000083.wav,"[-495.6194763183594, 137.15069580078125, 11.519290924072266, 30.476547241210938, 16.890804290771484, 19.745054244995117, 16.951095581054688, 17.11374282836914, 9.115978240966797, 13.431936264038086, 5.269126892089844, 4.8013529777526855, 6.710509777069092, 3.475937604904175]",false
32_000090.wav,"[-337.34381103515625, 143.15582275390625, -19.343605041503906, 27.286191940307617, 9.30171012878418, 12.669772148132324, 11.214625358581543, 13.892607688903809, 1.8257949352264404, 12.752959251403809, 3.8272688388824463, 6.774687767028809, 6.406829357147217, 3.7546682357788086]",false
32_000091.wav,"[-384.8457336425781, 123.60477447509766, -13.473610877990723, 37.59103012084961, 4.459760665893555, 15.706679344177246, 7.294602870941162, 17.947187423706055, 1.306931734085083, 17.435548782348633, 2.733626127243042, 8.010622024536133, 5.136983394622803, 2.4609670639038086]",false
32_000213.wav,"[-445.8790588378906, 137.11402893066406, -7.716458797454834, 28.247852325439453, 5.980408668518066, 20.779916763305664, 14.162476539611816, 14.09363079071045, 2.932731866836548, 12.264612197875977, 0.052058301866054535, 7.51016902923584, 9.281563758850098, 3.8861052989959717]",false
32_000287.wav,"[-344.6966247558594, 143.50425720214844, -14.896419525146484, 36.634033203125, 4.087893486022949, 16.549571990966797, 6.297536849975586, 13.983888626098633, -0.6834828853607178, 14.842245101928711, 2.3806440830230713, 9.063494682312012, 5.211569309234619, 3.1544010639190674]",false
32_000288.wav,"[-346.3476257324219, 130.03604125976562, -45.42674255371094, -3.259197235107422, 2.281153678894043, 19.066492080688477, 50.63755798339844, 25.758913040161133, -2.17444109916687, -0.39875996112823486, 12.555988311767578, 16.851699829101562, 2.9579036235809326, -7.678986072540283]",true
32_000302.wav,"[-300.57720947265625, 107.7313003540039, -29.08513832092285, 34.276405334472656, 12.267862319946289, 18.66257095336914, 5.9524102210998535, 13.809142112731934, 0.1053037941455841, 15.379619598388672, -0.5738882422447205, 6.14570951461792, 6.582485675811768, 5.334228515625]",false
32_000358.wav,"[-372.740966796875, 107.57402801513672, -17.099233627319336, 47.94706726074219, 8.15434455871582, 18.01500701904297, 5.539667129516602, 16.502267837524414, -1.941772699356079, 13.658195495605469, -0.8989059329032898, 3.19750714302063, 0.1331670582294464, -0.24151721596717834]",false
32_000364.wav,"[-175.97238159179688, 27.903425216674805, -14.875954627990723, 24.844100952148438, 2.1320667266845703, 16.120145797729492, 5.522327423095703, 17.371850967407227, 1.3167533874511719, 10.582551002502441, -0.34741657972335815, 4.304898738861084, 4.8857927322387695, 1.6472550630569458]",false
32_000425.wav,"[-287.6365051269531, 135.1975555419922, -28.30248260498047, 28.581247329711914, -0.26011720299720764, 17.310832977294922, 7.7788405418396, 17.606184005737305, 3.8090319633483887, 14.940581321716309, 1.2098650932312012, 8.293139457702637, 5.976787567138672, 1.2104222774505615]",false
32_000514.wav,"[-386.2587585449219, 113.7894287109375, -21.928409576416016, 42.44287109375, 1.2887612581253052, 19.02574920654297, 6.260801792144775, 14.613774299621582, -1.1404916048049927, 17.356761932373047, 4.014248371124268, 10.556608200073242, 4.871859073638916, 2.5956263542175293]",false
32_000517.wav,"[-358.7037658691406, 116.72662353515625, -15.167247772216797, 40.09701919555664, 0.828596830368042, 21.26032829284668, 10.246932983398438, 21.92840003967285, 1.702303171157837, 13.43072509765625, -0.6038305759429932, 5.792667865753174, 3.2168281078338623, 1.873082160949707]",false
32_000584.wav,"[-457.9992980957031, 145.1641845703125, -2.1118412017822266, 25.262836456298828, 8.282450675964355, 16.9053955078125, 16.413454055786133, 20.270503997802734, 7.811073303222656, 12.235164642333984, 2.348632574081421, 5.79066276550293, 4.179661273956299, 4.56756591796875]",false
32_000594.wav,"[-471.9927062988281, 156.48338317871094, 0.05747760459780693, 21.7794189453125, 18.580169677734375, 15.80893611907959, 20.34749984741211, 15.23019027709961, 4.202629089355469, 8.96838665008545, 7.5117506980896, 5.620458602905273, 5.215789794921875, 1.87411367893219]",true
32_000616.wav,"[-454.46197509765625, 154.33505249023438, -11.78665828704834, 27.0727481842041, 9.10741138458252, 14.678628921508789, 16.189830780029297, 12.960962295532227, 0.7533237934112549, 11.464784622192383, 3.1025009155273438, 6.927497386932373, 4.273880481719971, 1.563670039176941]",false
32_000628.wav,"[-356.7633056640625, 146.4187774658203, -50.81682205200195, 4.694890022277832, -4.3815789222717285, 24.455848693847656, 42.126953125, 21.464900970458984, -6.615985870361328, 5.020893573760986, 20.76321029663086, 15.73843002319336, 2.323115587234497, -8.602828979492188]",true
32_000704.wav,"[-456.49151611328125, 148.44544982910156, 4.545844078063965, 28.439163208007812, 12.11575984954834, 13.802196502685547, 10.446574211120605, 14.733850479125977, 3.71536922454834, 14.079127311706543, 6.054246425628662, 7.30435848236084, 7.8832573890686035, 4.667703628540039]",false
32_000739.wav,"[-443.267578125, 150.5928497314453, -5.906630992889404, 31.821823120117188, 8.410852432250977, 12.053061485290527, 8.805108070373535, 11.707433700561523, 1.0648674964904785, 14.184961318969727, 2.4633939266204834, 6.976004600524902, 4.7513041496276855, 2.2992584705352783]",false
32_000743.wav,"[-326.38153076171875, 129.77786254882812, -25.1029109954834, 40.061038970947266, 6.412543773651123, 22.475139617919922, 8.320340156555176, 16.695751190185547, -0.8159751892089844, 11.075193405151367, -0.1215289905667305, 7.117284774780273, 4.71133279800415, -0.05424194037914276]",false
32_000758.wav,"[-208.5625, 112.52751922607422, -20.436269760131836, 39.01164627075195, -6.937413215637207, 15.59317684173584, 11.217086791992188, 23.40541648864746, 1.2523472309112549, 6.133101463317871, -16.216476440429688, -3.8991475105285645, 2.1356117725372314, 1.4513182640075684]",false
32_000929.wav,"[-434.9843444824219, 152.6237335205078, -17.03898048400879, 25.749975204467773, 12.118855476379395, 15.746977806091309, 13.70937442779541, 16.145233154296875, 3.8312854766845703, 13.621903419494629, 2.4195892810821533, 6.908864974975586, 6.449368476867676, 3.2978858947753906]",false
32_000978.wav,"[-224.55909729003906, 106.02440643310547, -23.7501163482666, 30.63042640686035, 8.678421020507812, 17.572296142578125, 11.657075881958008, 26.13790512084961, 2.4450135231018066, 11.77315902709961, -5.6152424812316895, -1.7862087488174438, 10.398296356201172, 0.7837289571762085]",false
32_001077.wav,"[-397.02154541015625, 146.0810089111328, -14.167189598083496, 33.70932388305664, 7.90437126159668, 17.995498657226562, 10.749879837036133, 14.958382606506348, -0.31223735213279724, 14.452134132385254, 2.188735246658325, 7.536120414733887, 3.599742889404297, 4.732965469360352]",false
32_001168.wav,"[-394.926513671875, 158.77340698242188, -26.564682006835938, 17.296268463134766, 0.8162673711776733, 16.402896881103516, 17.19257926940918, 21.667604446411133, 5.528042316436768, 12.143444061279297, 6.3159565925598145, 9.946056365966797, 4.947168827056885, -1.910048246383667]",true
32_001191.wav,"[-218.31248474121094, 106.24681091308594, -34.26809310913086, 43.0981330871582, -2.208853006362915, 21.40545654296875, 3.1203925609588623, 17.04539680480957, -5.550790786743164, 12.803126335144043, -6.698781967163086, -9.377035140991211, -3.2237393856048584, 4.525681018829346]",false
32_001202.wav,"[-342.31219482421875, 129.34979248046875, 10.474224090576172, 4.044022083282471, 6.928674221038818, 1.2243971824645996, 11.113099098205566, 18.50074577331543, 15.821523666381836, 15.128609657287598, 8.148761749267578, 1.1549015045166016, -4.2414021492004395, -7.351418495178223]",true
32_001238.wav,"[-399.1944274902344, 147.6100616455078, -17.900354385375977, 31.788877487182617, 9.70837688446045, 16.840269088745117, 9.591681480407715, 13.537324905395508, 1.9538733959197998, 14.04360294342041, 2.29396390914917, 6.757733345031738, 5.538599491119385, 2.7463316917419434]",false
32_001257.wav,"[-440.4085693359375, 149.23764038085938, -9.399296760559082, 23.76427459716797, 8.821531295776367, 10.410501480102539, 16.212093353271484, 20.14330291748047, 9.71792984008789, 12.727619171142578, 6.924169063568115, 5.8746538162231445, 7.495017051696777, 1.5077153444290161]",false
32_001260.wav,"[-423.8714904785156, 149.95758056640625, -12.017043113708496, 29.122608184814453, 6.953088283538818, 13.846304893493652, 8.968517303466797, 11.678733825683594, 5.683589935302734, 15.014692306518555, 3.0570144653320312, 1.9359798431396484, 6.709166049957275, 4.065230846405029]",false
32_001292.wav,"[-388.1966247558594, 127.16419982910156, -12.217846870422363, 37.465545654296875, 9.437729835510254, 27.025136947631836, 15.109014511108398, 17.708831787109375, 7.636276721954346, 16.407489776611328, 4.647639274597168, 5.843523979187012, 6.873995780944824, 3.9634833335876465]",false
32_001315.wav,"[-353.9805908203125, 148.3390350341797, -8.162270545959473, 43.63650131225586, 6.987986087799072, 23.83821678161621, 7.337365627288818, 21.69036102294922, 1.829689383506775, 9.937519073486328, 1.7093807458877563, 2.0604665279388428, 7.899768829345703, -0.34992852807044983]",false
32_001388.wav,"[-431.3972473144531, 161.03842163085938, -13.120992660522461, 26.058317184448242, 8.514527320861816, 11.460829734802246, 8.292959213256836, 14.145279884338379, 3.8124501705169678, 14.40686321258545, 1.654581069946289, 8.24526309967041, 5.120960235595703, 2.1171908378601074]",false
32_001501.wav,"[-450.3697204589844, 150.16696166992188, -12.750887870788574, 30.781715393066406, 12.419965744018555, 12.97574234008789, 18.949735641479492, 14.87736988067627, 4.235976696014404, 18.269134521484375, -0.5111578106880188, 5.432919025421143, 6.591923713684082, 4.627712249755859]",false
32_001511.wav,"[-370.1859436035156, 155.7805633544922, -42.484519958496094, 29.22602081298828, 10.514692306518555, 18.58625602722168, 7.50222110748291, 15.664177894592285, 2.5660505294799805, 4.215949058532715, 4.458127021789551, 5.93670654296875, -2.3056509494781494, 2.7782363891601562]",false
32_001533.wav,"[-517.2525634765625, 126.3503646850586, 9.476062774658203, 43.4459228515625, 10.48012924194336, 14.062875747680664, 21.779951095581055, 8.351333618164062, 3.378627061843872, 15.013070106506348, -0.3618925213813782, 6.891743183135986, 5.222173690795898, 3.0816800594329834]",false
32_001574.wav,"[-188.8835906982422, 43.301170349121094, 2.5258519649505615, 14.511736869812012, 7.474377632141113, 17.580026626586914, 1.618605613708496, 15.711382865905762, -10.13824462890625, 9.169037818908691, 0.9027698636054993, 9.205669403076172, -0.8138843178749084, 2.8138718605041504]",false
32_001593.wav,"[-370.83447265625, 121.52420806884766, -4.250742435455322, 41.7066535949707, 14.059112548828125, 25.030920028686523, 15.20176887512207, 20.727277755737305, -0.28539806604385376, 16.37392234802246, 4.424038887023926, 8.565925598144531, 7.310285568237305, 2.9931881427764893]",false
32_001621.wav,"[-249.7889404296875, 132.00192260742188, -32.925018310546875, 35.86854553222656, 5.91176700592041, 19.595727920532227, 0.5719301104545593, 12.283239364624023, -8.979249954223633, 12.38142204284668, -2.835468292236328, 4.465593338012695, -0.39459776878356934, 3.2683069705963135]",false
32_001624.wav,"[-438.8391418457031, 144.3634490966797, -4.006998062133789, 30.519363403320312, 4.245940685272217, 12.975626945495605, 8.074410438537598, 13.713584899902344, 0.7825160026550293, 15.5379638671875, 3.748695135116577, 6.969277381896973, 7.002184867858887, 3.8241491317749023]",false
32_001672.wav,"[-473.3730773925781, 147.61138916015625, -6.809866428375244, 26.519575119018555, 18.179731369018555, 13.052536964416504, 12.1317777633667, 17.732385635375977, 7.855493545532227, 9.912969589233398, 3.426663398742676, 6.366067409515381, 5.705105781555176, 2.9511489868164062]",false
32_001686.wav,"[-434.7763671875, 136.0027313232422, 6.314256191253662, 24.78408432006836, 5.261789321899414, 12.19080924987793, 6.335698127746582, 13.886446952819824, 1.35542893409729, 14.33044147491455, 2.963374376296997, 7.16035795211792, 5.668142795562744, 3.3826677799224854]",false
32_001699.wav,"[-388.9703369140625, 152.63880920410156, -14.344830513000488, 25.93326759338379, 0.8912078142166138, 13.0726900100708, 6.453038692474365, 11.831206321716309, 0.8879536390304565, 11.923830032348633, 1.6147540807724, 4.977855205535889, 4.433633327484131, 1.492539644241333]",false
32_001727.wav,"[-382.0054626464844, 143.4642791748047, -26.402538299560547, 37.19282531738281, 7.93617057800293, 19.957569122314453, 6.661449909210205, 11.284087181091309, -0.3739824891090393, 15.192684173583984, 5.460633277893066, 9.68416690826416, 5.848419666290283, 3.9615232944488525]",false
32_001763.wav,"[-304.15020751953125, 125.6205062866211, -27.74498176574707, -3.479130744934082, 7.0951995849609375, 26.234703063964844, 41.669681549072266, 19.06694984436035, -5.814332008361816, 3.6366119384765625, 18.34555435180664, 15.690024375915527, 2.3168866634368896, -7.147763252258301]",true
32_001819.wav,"[-364.9641418457031, 150.4823455810547, -20.347932815551758, 36.79377746582031, 7.117572784423828, 16.706857681274414, 4.548087120056152, 19.424598693847656, -0.18498119711875916, 9.523366928100586, 2.7626471519470215, 6.785617828369141, 4.1377339363098145, 4.24788761138916]",false
32_001833.wav,"[-412.36865234375, 122.29252624511719, -10.249139785766602, 32.75447463989258, 11.290664672851562, 16.15288734436035, 7.157153606414795, 15.406761169433594, 1.6517248153686523, 14.614766120910645, 4.634106159210205, 8.336686134338379, 8.392592430114746, 3.979647636413574]",false
32_001921.wav,"[-402.18060302734375, 130.701171875, -46.82577896118164, -1.330928087234497, 2.6242318153381348, 30.04871940612793, 30.37563705444336, 17.350452423095703, -0.43261173367500305, 16.15182113647461, 9.92146110534668, -3.836060047149658, -4.169064998626709, 0.13604532182216644]",true
32_001933.wav,"[-461.1326599121094, 148.4474334716797, 2.908905267715454, 34.5877799987793, 13.920533180236816, 15.296881675720215, 11.73794174194336, 16.81353759765625, 4.144649505615234, 17.100372314453125, 3.9506454467773438, 7.607542514801025, 5.891469478607178, 4.488835334777832]",false
32_002014.wav,"[-380.6996765136719, 146.44615173339844, -15.36120891571045, 42.49394607543945, 5.9780778884887695, 15.349491119384766, 8.076705932617188, 16.151897430419922, -1.2048619985580444, 9.565781593322754, 0.8926308751106262, 6.956750869750977, 7.045131683349609, 1.4610826969146729]",false
32_002023.wav,"[-401.43402099609375, 156.354248046875, -29.13825035095215, 37.69879150390625, 10.69472885131836, 14.191683769226074, 13.03973388671875, 12.281688690185547, 4.41172456741333, 10.742239952087402, 0.9548446536064148, 7.828119277954102, 7.781432628631592, 3.842942237854004]",false
32_002031.wav,"[-480.98193359375, 136.55322265625, -4.221926212310791, 30.577558517456055, 16.64177131652832, 17.337345123291016, 10.012392044067383, 17.3249568939209, 6.029674530029297, 12.247238159179688, 3.564302444458008, 9.628195762634277, 6.16798734664917, 3.3685271739959717]",false
32_002039.wav,"[-338.8490905761719, 155.65289306640625, 4.86041259765625, 44.95745849609375, 7.324489593505859, 18.399072647094727, 11.44803237915039, 16.725509643554688, -0.6079707145690918, 10.814916610717773, -3.157541513442993, 2.8187103271484375, 2.112358331680298, -3.826047420501709]",false
32_002256.wav,"[-205.49403381347656, 104.21012878417969, -4.801403999328613, 40.80329132080078, 2.631514310836792, 26.892669677734375, 4.377697467803955, 13.355134963989258, -6.969205379486084, 12.338802337646484, -4.340834140777588, 2.507214069366455, 4.520259857177734, 2.6071553230285645]",false
32_002266.wav,"[-269.4050598144531, 106.28931427001953, -26.34925651550293, 23.876720428466797, -2.695943832397461, 8.233644485473633, 4.703538417816162, 23.324689865112305, 4.172121524810791, 10.005806922912598, -11.530048370361328, 0.7903321385383606, 6.345527172088623, 2.2839314937591553]",false
32_002285.wav,"[-466.5208740234375, 149.85281372070312, -8.38199520111084, 31.474903106689453, 12.063749313354492, 11.37945556640625, 10.89041805267334, 14.647709846496582, 2.505068302154541, 13.3795747756958, 2.0427446365356445, 6.862121105194092, 3.3630411624908447, 3.6641135215759277]",false
32_002354.wav,"[-330.4674072265625, 141.6754913330078, -27.23284339904785, 34.93558883666992, 0.40899091958999634, 16.757810592651367, 5.460829257965088, 14.78235149383545, -3.2476718425750732, 10.21884536743164, 2.9609243869781494, 9.711885452270508, 5.788300037384033, 2.335657835006714]",false
32_002378.wav,"[-437.4555969238281, 157.45071411132812, -10.653273582458496, 25.860830307006836, 12.417860984802246, 9.25869369506836, 11.944190979003906, 13.471732139587402, 5.224982261657715, 13.219505310058594, 5.16040563583374, 10.358674049377441, 7.897418022155762, 1.6338993310928345]",false
32_002409.wav,"[-373.4646301269531, 142.366943359375, -15.124262809753418, 39.379940032958984, 6.8607611656188965, 14.709808349609375, 12.809401512145996, 18.920188903808594, 3.649928569793701, 12.230463027954102, 5.369290828704834, 6.077073097229004, 6.200627326965332, 0.6720327138900757]",false
32_002458.wav,"[-418.3661804199219, 130.79827880859375, -12.546243667602539, 43.443668365478516, 15.397439002990723, 24.275339126586914, 12.606586456298828, 15.718780517578125, 4.926942825317383, 12.525934219360352, 8.078832626342773, 3.3184969425201416, 3.8956663608551025, 4.5981974601745605]",false
32_002500.wav,"[-212.00094604492188, 51.21398162841797, -0.8083969354629517, 35.593666076660156, 3.3409767150878906, 18.20204734802246, 3.638822078704834, 18.932723999023438, 1.7047171592712402, 10.51000690460205, -1.4128137826919556, 3.5253970623016357, 3.1037633419036865, -0.165009543299675]",false
32_002548.wav,"[-232.57211303710938, 108.68717956542969, -27.900524139404297, 39.160884857177734, -13.491283416748047, 22.355056762695312, -2.8012828826904297, 13.545148849487305, -7.123427867889404, 11.347699165344238, -2.1439483165740967, 5.756619453430176, -0.002593831392005086, -4.6826090812683105]",false
32_002566.wav,"[-250.57289123535156, 122.31153869628906, -47.0648307800293, 38.1792106628418, 4.130678176879883, 19.38713264465332, -1.4866902828216553, 23.38730812072754, 2.4513583183288574, 15.954206466674805, -1.6782540082931519, 3.303539514541626, -0.5823587775230408, 7.445934295654297]",false
32_002580.wav,"[-417.4477844238281, 157.1787872314453, -28.29499053955078, 9.362686157226562, -1.4710601568222046, 10.33031177520752, 33.14850997924805, 31.941688537597656, 11.220433235168457, 9.818496704101562, 0.8678687810897827, 3.1078896522521973, 8.2481107711792, 0.7830851674079895]",true
32_002595.wav,"[-440.5445556640625, 153.85623168945312, -5.930144786834717, 30.07711410522461, 11.52901554107666, 14.995416641235352, 10.865031242370605, 10.758488655090332, 4.148581027984619, 12.724892616271973, 3.916597843170166, 4.026052951812744, 4.861776828765869, 4.3268256187438965]",false
32_002602.wav,"[-477.9138488769531, 142.5096893310547, 2.3107190132141113, 27.576263427734375, 13.14306640625, 17.83335304260254, 12.97683334350586, 13.20201587677002, 4.517354488372803, 20.899518966674805, 6.869773864746094, 3.0329649448394775, 3.2433583736419678, 4.825545310974121]",false
32_002618.wav,"[-437.365478515625, 147.202880859375, -16.455595016479492, 31.624963760375977, 17.98642921447754, 10.428621292114258, 15.7316255569458, 17.834064483642578, 2.975771427154541, 13.777281761169434, 6.460956573486328, 7.638665199279785, 9.228642463684082, 1.1714317798614502]",false
32_002665.wav,"[-472.71954345703125, 128.58067321777344, 2.942946434020996, 43.6981086730957, 7.047837257385254, 22.277849197387695, 15.82149887084961, 14.598176956176758, 3.190354824066162, 17.085338592529297, 1.32294499874115, 6.413153171539307, 4.326674938201904, 2.122180938720703]",false
32_002684.wav,"[-359.15386962890625, 152.2020263671875, -19.609594345092773, 53.237117767333984, 13.338174819946289, 19.857711791992188, 5.650646209716797, 16.93397331237793, 5.654489517211914, 6.946561336517334, -4.582080841064453, 8.966035842895508, 4.109954833984375, -3.3373680114746094]",false
32_002714.wav,"[-468.0499572753906, 147.7660369873047, 9.055787086486816, 47.124759674072266, 17.225221633911133, 22.519472122192383, 21.198461532592773, 19.464923858642578, 7.0896077156066895, 14.718533515930176, 3.4883828163146973, 5.7338151931762695, 4.510746479034424, 2.5023674964904785]",false
32_002731.wav,"[-433.8900451660156, 144.7203826904297, -16.132658004760742, 31.504953384399414, 11.988231658935547, 13.434074401855469, 14.343835830688477, 16.66322898864746, 1.254116177558899, 16.749168395996094, 2.4603629112243652, 7.144113540649414, 5.772531032562256, 4.607667446136475]",false
32_002898.wav,"[-419.2562255859375, 129.59957885742188, -12.71019458770752, 38.537715911865234, 9.334205627441406, 23.107540130615234, 12.607902526855469, 18.974510192871094, 1.7488232851028442, 12.701865196228027, 3.4825053215026855, 9.234856605529785, 3.521219253540039, 2.0230937004089355]",false
32_002908.wav,"[-299.2890319824219, 128.4954071044922, -31.02540397644043, 42.16462326049805, 5.723777770996094, 10.781692504882812, -0.35237041115760803, 17.477981567382812, 0.22924962639808655, 9.517789840698242, 0.1451808214187622, 8.118149757385254, 1.798121452331543, -0.30633682012557983]",false
32_002927.wav,"[-431.098388671875, 147.98463439941406, -7.244950771331787, 43.55202102661133, 14.897615432739258, 15.478911399841309, 9.540921211242676, 13.851799011230469, -0.952695906162262, 12.82542896270752, 4.223199844360352, 9.528916358947754, 4.889549255371094, 1.4839304685592651]",false
32_003009.wav,"[-394.9723815917969, 148.0795135498047, -15.701972007751465, 34.50661087036133, 7.426295757293701, 19.312013626098633, 11.160642623901367, 13.891644477844238, 5.778540134429932, 13.85938835144043, 5.7896623611450195, 9.77415657043457, 5.167544841766357, 5.011775016784668]",false
32_003022.wav,"[-465.53985595703125, 152.46583557128906, -11.80955696105957, 28.10643196105957, 12.159232139587402, 13.786643981933594, 11.45784854888916, 14.12240982055664, 3.2183587551116943, 11.719659805297852, 4.845244407653809, 8.21618366241455, 3.6713695526123047, 4.777998924255371]",false
32_003095.wav,"[-419.4324951171875, 176.06712341308594, -17.076229095458984, 17.654855728149414, 8.899528503417969, 10.798613548278809, 7.794177055358887, 13.484326362609863, 4.627194881439209, 15.85661506652832, 4.243419647216797, 6.542122840881348, 3.8559961318969727, 2.8660330772399902]",false
32_003129.wav,"[-417.59149169921875, 140.63783264160156, -20.23849105834961, 28.00145149230957, 5.900616645812988, 19.28852081298828, 16.720529556274414, 23.0858097076416, 1.1021153926849365, 6.8492326736450195, 1.9817487001419067, 10.707152366638184, 8.336448669433594, 2.817092180252075]",false
32_003138.wav,"[-443.6673583984375, 149.0060577392578, -0.030240032821893692, 31.630207061767578, 17.238983154296875, 12.018399238586426, 14.190681457519531, 13.942523002624512, 6.250368595123291, 13.188323974609375, 6.801320552825928, 5.511188507080078, 6.981846809387207, 1.1338801383972168]",false
32_003153.wav,"[-464.2063903808594, 147.95420837402344, 1.921249508857727, 26.143115997314453, 18.177974700927734, 18.698043823242188, 16.426246643066406, 13.38965892791748, -1.7388848066329956, 7.619770050048828, 5.437857627868652, 9.86304759979248, 8.425676345825195, -1.4371496438980103]",false
32_003154.wav,"[-407.1377868652344, 149.33334350585938, -13.672961235046387, 29.592500686645508, 9.828889846801758, 18.785158157348633, 11.080770492553711, 17.911972045898438, 2.2234890460968018, 15.446410179138184, 3.045427083969116, 7.527353763580322, 7.211928367614746, 3.8194453716278076]",false
32_003215.wav,"[-364.0459289550781, 143.89454650878906, -27.119873046875, 36.425559997558594, 3.98844313621521, 16.466297149658203, 8.593836784362793, 15.673598289489746, 2.6907761096954346, 12.305512428283691, 2.0333092212677, 7.8381147384643555, 6.7006402015686035, 2.1190898418426514]",false
33_000106.wav,"[-404.4577941894531, 136.3990478515625, 6.895586013793945, 31.914823532104492, 17.498733520507812, 12.648197174072266, 14.793511390686035, 8.305293083190918, 2.928664207458496, 8.126044273376465, 6.386101245880127, 4.968406677246094, 8.713178634643555, 2.436340093612671]",false
33_000419.wav,"[-218.94418334960938, 97.3609619140625, -20.02875328063965, 36.43944549560547, -8.43569278717041, 24.43910789489746, -3.4594650268554688, 13.506214141845703, -0.5986976027488708, 4.755453109741211, 2.152134895324707, 6.359007358551025, 2.2901055812835693, 3.2919375896453857]",false
33_000430.wav,"[-396.813232421875, 141.76768493652344, -22.148868560791016, 25.922203063964844, 5.438987731933594, 21.136611938476562, 12.840686798095703, 14.793061256408691, 1.1334747076034546, 15.868768692016602, 1.7424204349517822, 6.598578929901123, 3.4386849403381348, 3.9845526218414307]",false
33_000460.wav,"[-403.5370178222656, 167.1875, -32.14312744140625, 18.512184143066406, 5.758162975311279, 16.179590225219727, 9.276822090148926, 9.662188529968262, 3.160264253616333, 13.762666702270508, 2.152927875518799, 5.218897342681885, 2.940765380859375, 2.775977849960327]",false
33_000526.wav,"[-405.98712158203125, 176.29153442382812, -28.977495193481445, 24.217004776000977, 8.7251615524292, 6.7030348777771, 5.788785457611084, 7.644708156585693, -1.8361657857894897, 6.950682640075684, 0.6160067915916443, 4.2773027420043945, 2.3725156784057617, 1.3330223560333252]",false
33_000560.wav,"[-331.7515869140625, 126.79021453857422, -4.989839553833008, 31.93647575378418, 13.36314868927002, 21.68932342529297, 10.314953804016113, 20.085451126098633, -2.6729655265808105, 11.567963600158691, 0.9195464849472046, 9.51170825958252, 7.902489185333252, 3.6372344493865967]",false
33_000601.wav,"[-277.42779541015625, 121.64395141601562, -29.110090255737305, 34.86256790161133, 7.090729713439941, 18.182207107543945, 11.380348205566406, 11.498316764831543, -3.9759340286254883, 11.760272979736328, 6.3306474685668945, 10.802618980407715, 6.395375728607178, 0.9202462434768677]",false
33_000843.wav,"[-363.1917724609375, 164.33775329589844, -16.7146053314209, 36.16542053222656, 11.150933265686035, 17.80829620361328, 11.07003116607666, 13.100197792053223, -0.8808304071426392, 10.641260147094727, 4.30163049697876, 6.786825180053711, 7.974961280822754, 2.763364553451538]",false
33_000974.wav,"[-366.5543212890625, 125.0434799194336, -22.534517288208008, 31.47577667236328, 2.636155128479004, 21.371150970458984, 8.766860008239746, 14.669666290283203, -0.1167912408709526, 14.239304542541504, -0.9786602854728699, 5.843941688537598, 4.887179374694824, 3.677927255630493]",false
33_001038.wav,"[-296.96722412109375, 127.09137725830078, -18.788576126098633, 33.66004943847656, 7.260163307189941, 15.473570823669434, 6.702742576599121, 10.076300621032715, -4.466761589050293, 12.657523155212402, -0.2970220148563385, 11.331748962402344, 3.7661478519439697, 3.2995593547821045]",false
33_001268.wav,"[-235.30770874023438, 128.9563446044922, 1.4363386631011963, 39.07509231567383, 13.735875129699707, 32.79586410522461, 14.733531951904297, 18.935958862304688, -5.386764049530029, 4.59368896484375, -2.0852229595184326, 8.008293151855469, 3.7217297554016113, -5.328360080718994]",false
